Date,Open,High,Low,Close,Vol
09/03/2018 14:00,8888.3,9101.2,8882.5,9101.2,20
09/03/2018 14:30,9100.5,9118.8,9034.6,9117.0,21
09/03/2018 15:00,9116.9,9120.8,8889.6,8889.6,23
09/03/2018 15:30,8888.5,8985.1,8888.2,8917.6,20
09/03/2018 16:00,8917.8,9028.5,8702.0,8703.1,23
09/03/2018 16:30,8702.3,8748.5,8632.8,8660.9,26
09/03/2018 17:00,8658.6,8808.0,8642.0,8786.8,21
09/03/2018 17:30,8787.0,8788.2,8699.0,8720.3,21
09/03/2018 18:00,8719.9,8860.1,8719.9,8837.9,21
09/03/2018 18:30,8838.6,8908.7,8818.9,8857.9,19
09/03/2018 19:00,8858.9,8859.0,8620.8,8687.2,20
09/03/2018 19:30,8686.9,8756.7,8661.0,8744.0,17
09/03/2018 20:00,8743.3,8813.3,8737.1,8762.3,18
09/03/2018 20:30,8762.5,8966.6,8709.2,8946.9,22
09/03/2018 21:00,8946.7,9090.8,8913.3,9049.0,20
12/03/2018 00:00,9496.3,9587.6,9496.3,9545.2,18
12/03/2018 00:30,9545.1,9608.4,9539.8,9563.1,17
12/03/2018 01:00,9563.0,9662.3,9555.0,9622.9,16
12/03/2018 01:30,9623.3,9637.6,9448.9,9501.0,17
12/03/2018 02:00,9501.2,9579.4,9456.6,9565.4,17
12/03/2018 02:30,9566.2,9568.8,9512.3,9543.8,12
12/03/2018 03:00,9543.7,9583.4,9480.7,9480.7,14
12/03/2018 03:30,9480.5,9483.9,9327.1,9392.7,20
12/03/2018 04:00,9392.0,9510.8,9346.2,9483.9,17
12/03/2018 04:30,9484.8,9532.2,9481.9,9504.6,17
12/03/2018 05:00,9504.7,9577.1,9445.3,9559.5,14
12/03/2018 05:30,9559.3,9573.6,9520.9,9530.8,15
12/03/2018 06:00,9530.9,9598.0,9501.1,9592.4,17
12/03/2018 06:30,9592.8,9648.5,9538.8,9557.2,19
12/03/2018 07:00,9558.0,9589.0,9491.3,9516.9,15
12/03/2018 07:30,9517.1,9571.3,9511.1,9558.1,14
12/03/2018 08:00,9558.7,9581.5,9469.3,9504.4,16
12/03/2018 08:30,9504.2,9526.0,9488.6,9499.8,14
12/03/2018 09:00,9500.3,9573.4,9479.1,9573.4,16
12/03/2018 09:30,9573.6,9836.5,9567.9,9774.0,22
12/03/2018 10:00,9774.8,9855.1,9774.7,9802.6,18
12/03/2018 10:30,9803.1,9807.2,9735.6,9792.2,16
12/03/2018 11:00,9791.4,9797.8,9758.6,9761.5,14
12/03/2018 11:30,9761.5,9807.8,9725.1,9799.8,14
12/03/2018 12:00,9799.9,9799.9,9749.4,9761.4,13
12/03/2018 12:30,9761.2,9764.6,9721.4,9752.6,12
12/03/2018 13:00,9752.2,9752.8,9669.9,9724.2,14
12/03/2018 13:30,9724.3,9762.5,9715.1,9740.9,13
12/03/2018 14:00,9741.2,9741.3,9381.9,9381.9,18
12/03/2018 14:30,9380.0,9425.3,9174.2,9204.3,24
12/03/2018 15:00,9204.6,9301.4,9204.5,9250.8,20
12/03/2018 15:30,9251.2,9270.3,9106.7,9146.5,18
12/03/2018 16:00,9146.2,9149.9,8981.6,9099.0,25
12/03/2018 16:30,9098.9,9208.7,9098.9,9151.3,21
12/03/2018 17:00,9152.8,9249.5,9045.5,9045.9,17
12/03/2018 17:30,9041.6,9170.2,9028.1,9139.7,20
12/03/2018 18:00,9139.3,9202.1,9112.1,9185.1,16
12/03/2018 18:30,9184.9,9205.0,9154.8,9163.1,15
12/03/2018 19:00,9161.5,9171.6,8875.6,8897.2,21
12/03/2018 19:30,8896.3,8930.5,8832.6,8890.3,24
12/03/2018 20:00,8889.7,8909.0,8744.2,8869.1,21
12/03/2018 20:30,8867.9,9009.6,8852.7,8977.1,19
12/03/2018 21:00,8978.3,8997.1,8913.8,8959.0,15
13/03/2018 00:00,9086.3,9132.2,9013.4,9108.8,15
13/03/2018 00:30,9107.5,9226.3,9087.4,9202.6,18
13/03/2018 01:00,9202.6,9203.0,9142.4,9159.6,14
13/03/2018 01:30,9159.2,9195.5,9050.2,9051.4,15
13/03/2018 02:00,9051.6,9127.8,9036.7,9127.8,17
13/03/2018 02:30,9127.1,9143.6,9061.2,9084.7,14
13/03/2018 03:00,9084.9,9095.6,8926.0,8966.4,18
13/03/2018 03:30,8965.9,9026.0,8959.1,9011.4,16
13/03/2018 04:00,9011.7,9319.4,8989.6,9297.0,23
13/03/2018 04:30,9297.1,9407.3,9273.7,9346.1,21
13/03/2018 05:00,9346.2,9371.4,9310.8,9314.3,17
13/03/2018 05:30,9311.5,9365.3,9284.6,9349.3,15
13/03/2018 06:00,9349.7,9432.4,9318.7,9324.7,18
